OBJID,Predicted_Type,p_ELLIPTICAL,p_SPIRAL
587722952768750208,ELLIPTICAL,0.6163342893123627,0.38366571068763733
587722952768815616,ELLIPTICAL,0.6152260601520538,0.38477393984794617
587722952768946560,ELLIPTICAL,0.611160546541214,0.388839453458786
587722952768946688,ELLIPTICAL,0.6142178177833557,0.3857821822166443
587722952768946688,ELLIPTICAL,0.6231846213340759,0.3768153786659241
587722952769012352,ELLIPTICAL,0.6061099767684937,0.39389002323150635
587722952769077248,ELLIPTICAL,0.6121268570423126,0.3878731429576874
587722952769077632,ELLIPTICAL,0.6169219315052032,0.38307806849479675
587722952769077760,ELLIPTICAL,0.6171309649944305,0.38286903500556946
587722952769142912,ELLIPTICAL,0.6118418276309967,0.3881581723690033
587722952769142912,ELLIPTICAL,0.6129909157752991,0.3870090842247009
587722952769143168,ELLIPTICAL,0.6121146380901337,0.38788536190986633
587722952769208448,ELLIPTICAL,0.6145699918270111,0.3854300081729889
587722952769208704,ELLIPTICAL,0.6224909126758575,0.37750908732414246
587722952769208704,ELLIPTICAL,0.6149324774742126,0.38506752252578735
587722952769208832,ELLIPTICAL,0.6133507192134857,0.3866492807865143
587722952769208832,ELLIPTICAL,0.6119615137577057,0.3880384862422943
587722952769274240,ELLIPTICAL,0.6156714558601379,0.38432854413986206
587722952769274368,ELLIPTICAL,0.6148918867111206,0.3851081132888794
587722952769340032,ELLIPTICAL,0.6109955608844757,0.3890044391155243
587722952769405056,ELLIPTICAL,0.618737131357193,0.381262868642807
587722952769405056,ELLIPTICAL,0.6148373782634735,0.3851626217365265
587722952769405184,ELLIPTICAL,0.6094280779361725,0.3905719220638275
587722952769405440,ELLIPTICAL,0.6175063848495483,0.38249361515045166
587722952769470592,ELLIPTICAL,0.6118507981300354,0.3881492018699646
587722952769470976,ELLIPTICAL,0.6144977807998657,0.3855022192001343
587722952769471104,ELLIPTICAL,0.6194162964820862,0.3805837035179138
587722952769732864,ELLIPTICAL,0.6195158362388611,0.3804841637611389
587722952769732992,ELLIPTICAL,0.6161172389984131,0.3838827610015869
587722952769733120,ELLIPTICAL,0.6176500916481018,0.3823499083518982
587722952769733120,ELLIPTICAL,0.6125118732452393,0.38748812675476074
587722952769798272,ELLIPTICAL,0.6116293370723724,0.38837066292762756
587722952769864064,ELLIPTICAL,0.6168142855167389,0.3831857144832611
587722952769864064,ELLIPTICAL,0.6227152347564697,0.3772847652435303
587722952769929728,ELLIPTICAL,0.6142396628856659,0.3857603371143341
587722952769929728,ELLIPTICAL,0.6099645793437958,0.3900354206562042
587722952769929856,ELLIPTICAL,0.6165781617164612,0.3834218382835388
587722952769929984,ELLIPTICAL,0.6171242296695709,0.3828757703304291
587722952769995264,ELLIPTICAL,0.6123740375041962,0.38762596249580383
587722952769995392,ELLIPTICAL,0.614432692527771,0.385567307472229
587722952770060544,ELLIPTICAL,0.6112161874771118,0.3887838125228882
587722952770060544,ELLIPTICAL,0.6106957197189331,0.3893042802810669
587722952770060928,ELLIPTICAL,0.621385782957077,0.378614217042923
587722952770126336,ELLIPTICAL,0.6111385524272919,0.38886144757270813
587722952770192000,ELLIPTICAL,0.616322249174118,0.38367775082588196
587722952770192000,ELLIPTICAL,0.614379495382309,0.38562050461769104
587722952770257408,ELLIPTICAL,0.6167972087860107,0.38320279121398926
587722952770519168,ELLIPTICAL,0.6189787089824677,0.38102129101753235
587722952770584704,ELLIPTICAL,0.6065909266471863,0.3934090733528137
587722952770650624,ELLIPTICAL,0.6137930154800415,0.3862069845199585
587722952770650880,ELLIPTICAL,0.6108062565326691,0.38919374346733093
587722952770781952,ELLIPTICAL,0.6120287775993347,0.3879712224006653
587722952770912896,ELLIPTICAL,0.6104800403118134,0.38951995968818665
587722952771043456,ELLIPTICAL,0.6053161919116974,0.3946838080883026
587722952771044096,ELLIPTICAL,0.6125218570232391,0.38747814297676086
587722952771240448,ELLIPTICAL,0.6213880479335785,0.3786119520664215
587722952771371520,ELLIPTICAL,0.6184029579162598,0.38159704208374023
587722952771568384,ELLIPTICAL,0.6193447113037109,0.38065528869628906
587722952771568384,ELLIPTICAL,0.6080414652824402,0.3919585347175598
587722952771633792,ELLIPTICAL,0.6150766909122467,0.3849233090877533
587722952771764992,ELLIPTICAL,0.6141640543937683,0.3858359456062317
587722952771896064,ELLIPTICAL,0.6105178892612457,0.3894821107387543
587722952771896192,ELLIPTICAL,0.6168820261955261,0.3831179738044739
587722952771961088,ELLIPTICAL,0.6158721446990967,0.3841278553009033
587722952772092416,ELLIPTICAL,0.6108952760696411,0.3891047239303589
587722952772092416,ELLIPTICAL,0.6134850382804871,0.38651496171951294
587722952772092544,ELLIPTICAL,0.610799103975296,0.389200896024704
587722952772157824,ELLIPTICAL,0.6152508854866028,0.3847491145133972
587722952772158080,ELLIPTICAL,0.6160651445388794,0.3839348554611206
587722952772158336,ELLIPTICAL,0.6178712844848633,0.3821287155151367
587722952772222976,ELLIPTICAL,0.6140078604221344,0.3859921395778656
587722952772223744,ELLIPTICAL,0.6095709800720215,0.3904290199279785
587722952772289280,ELLIPTICAL,0.6192470192909241,0.3807529807090759
587722952772419968,ELLIPTICAL,0.6173049509525299,0.3826950490474701
587722952772419968,ELLIPTICAL,0.6206161081790924,0.3793838918209076
587722952772551296,ELLIPTICAL,0.6185780465602875,0.3814219534397125
587722952772616704,ELLIPTICAL,0.6141043305397034,0.38589566946029663
587722952772813696,ELLIPTICAL,0.6201750040054321,0.37982499599456787
587722952772813824,ELLIPTICAL,0.6134157478809357,0.38658425211906433
587722953303916800,ELLIPTICAL,0.6136297881603241,0.3863702118396759
587722953304900096,ELLIPTICAL,0.6182092130184174,0.38179078698158264
587722953305162112,ELLIPTICAL,0.6138999462127686,0.38610005378723145
587722953305227520,ELLIPTICAL,0.6150537431240082,0.3849462568759918
587722953305292800,ELLIPTICAL,0.6106741428375244,0.3893258571624756
587722953305358720,ELLIPTICAL,0.6129935383796692,0.3870064616203308
587722953305424128,ELLIPTICAL,0.6174111664295197,0.38258883357048035
587722953305424256,ELLIPTICAL,0.6130428910255432,0.3869571089744568
587722953305424256,ELLIPTICAL,0.6150842308998108,0.3849157691001892
587722953305489408,ELLIPTICAL,0.6162519156932831,0.3837480843067169
587722953305489664,ELLIPTICAL,0.6059333086013794,0.3940666913986206
587722953305489664,ELLIPTICAL,0.6173751354217529,0.38262486457824707
587722953305620992,ELLIPTICAL,0.6157996356487274,0.3842003643512726
587722953305620992,ELLIPTICAL,0.614958643913269,0.38504135608673096
587722953305752192,ELLIPTICAL,0.6162331998348236,0.3837668001651764
587722953305817344,ELLIPTICAL,0.6171147525310516,0.38288524746894836
587722953306079488,ELLIPTICAL,0.6158134341239929,0.3841865658760071
587722953306276224,ELLIPTICAL,0.6126060783863068,0.38739392161369324
587722953306341760,ELLIPTICAL,0.612003743648529,0.38799625635147095
587722953306342016,ELLIPTICAL,0.6155985593795776,0.38440144062042236
587722953306604160,ELLIPTICAL,0.6207118332386017,0.3792881667613983
587722953306669696,ELLIPTICAL,0.6147079765796661,0.38529202342033386
587722953306734592,ELLIPTICAL,0.609148770570755,0.390851229429245
587722953306734976,ELLIPTICAL,0.6086430549621582,0.3913569450378418
587722953306800128,ELLIPTICAL,0.6121535897254944,0.3878464102745056
587722953306800384,ELLIPTICAL,0.6016539633274078,0.39834603667259216
587722953306800640,ELLIPTICAL,0.6095661222934723,0.3904338777065277
587722953306800640,ELLIPTICAL,0.615446150302887,0.38455384969711304
587722953306931328,ELLIPTICAL,0.6120729148387909,0.3879270851612091
587722953306931328,ELLIPTICAL,0.6145628690719604,0.38543713092803955
587722953306931328,ELLIPTICAL,0.6147837042808533,0.38521629571914673
587722953306931584,ELLIPTICAL,0.6162126958370209,0.3837873041629791
587722953306931712,ELLIPTICAL,0.6107131838798523,0.3892868161201477
587722953306931840,ELLIPTICAL,0.614063948392868,0.38593605160713196
587722953306931840,ELLIPTICAL,0.6150324642658234,0.38496753573417664
587722953306931840,ELLIPTICAL,0.6190818548202515,0.38091814517974854
587722953307128064,ELLIPTICAL,0.6099753081798553,0.39002469182014465
587722953307128320,ELLIPTICAL,0.6122418940067291,0.3877581059932709
587722953307128448,ELLIPTICAL,0.6128833889961243,0.38711661100387573
587722953307128576,ELLIPTICAL,0.6066811680793762,0.3933188319206238
587722953307193856,ELLIPTICAL,0.6168692409992218,0.3831307590007782
587722953307389952,ELLIPTICAL,0.6128274202346802,0.3871725797653198
587722953307390720,ELLIPTICAL,0.6108565330505371,0.3891434669494629
587722953307521664,ELLIPTICAL,0.61858269572258,0.38141730427742004
587722953307521664,ELLIPTICAL,0.6170486211776733,0.38295137882232666
587722953307521664,ELLIPTICAL,0.6126478612422943,0.3873521387577057
587722953307586944,ELLIPTICAL,0.6128588616847992,0.3871411383152008
587722953307587072,ELLIPTICAL,0.6163440346717834,0.38365596532821655
587722953307783680,ELLIPTICAL,0.6125825643539429,0.38741743564605713
587722953307784064,ELLIPTICAL,0.614277184009552,0.385722815990448
587722953307784064,ELLIPTICAL,0.613321453332901,0.386678546667099
587722953307848960,ELLIPTICAL,0.6178007125854492,0.3821992874145508
587722953307848960,ELLIPTICAL,0.6118394732475281,0.3881605267524719
587722953307849216,ELLIPTICAL,0.6093128025531769,0.3906871974468231
587722953307849216,ELLIPTICAL,0.6090646088123322,0.39093539118766785
587722953307979776,ELLIPTICAL,0.6121938526630402,0.38780614733695984
587722953308045824,ELLIPTICAL,0.6121020317077637,0.38789796829223633
587722953308111616,ELLIPTICAL,0.6157824993133545,0.3842175006866455
587722953308111616,ELLIPTICAL,0.6124268174171448,0.3875731825828552
587722953308111744,ELLIPTICAL,0.6104798018932343,0.38952019810676575
587722953308111744,ELLIPTICAL,0.6165466010570526,0.3834533989429474
587722953308111744,ELLIPTICAL,0.6170588135719299,0.38294118642807007
587722953308242432,ELLIPTICAL,0.6144743859767914,0.3855256140232086
587722953308373504,ELLIPTICAL,0.6182482540607452,0.38175174593925476
587722953308373888,ELLIPTICAL,0.6132631599903107,0.38673684000968933
587722953308570368,ELLIPTICAL,0.6222763061523438,0.37772369384765625
587722953308897920,ELLIPTICAL,0.6181929707527161,0.38180702924728394
587722953309028736,ELLIPTICAL,0.6205200254917145,0.3794799745082855
587722953309159936,ELLIPTICAL,0.6246876418590546,0.37531235814094543
587722953309225344,ELLIPTICAL,0.6134151816368103,0.3865848183631897
587722953309356672,ELLIPTICAL,0.6242618560791016,0.37573814392089844
587722953309356928,ELLIPTICAL,0.6171567440032959,0.3828432559967041
587722953309421952,ELLIPTICAL,0.6085904538631439,0.3914095461368561
587722953309422080,ELLIPTICAL,0.6086284220218658,0.39137157797813416
587722953309422848,ELLIPTICAL,0.6136291325092316,0.38637086749076843
587722953309553408,ELLIPTICAL,0.6138022243976593,0.3861977756023407
587722953309618304,ELLIPTICAL,0.611262857913971,0.38873714208602905
587722953309618944,ELLIPTICAL,0.6107543706893921,0.3892456293106079
587722953309683968,ELLIPTICAL,0.6112837195396423,0.38871628046035767
587722953309684480,ELLIPTICAL,0.6136752963066101,0.3863247036933899
587722953309815168,ELLIPTICAL,0.6086860597133636,0.39131394028663635
587722953309881216,ELLIPTICAL,0.6101663410663605,0.3898336589336395
587722953841836544,ELLIPTICAL,0.6103338003158569,0.38966619968414307
587722953842819456,ELLIPTICAL,0.6119028925895691,0.3880971074104309
587722953843605888,ELLIPTICAL,0.6198285818099976,0.38017141819000244
587722953843802624,ELLIPTICAL,0.6171667575836182,0.38283324241638184
587722953843933184,ELLIPTICAL,0.6132412850856781,0.3867587149143219
587722981744640128,ELLIPTICAL,0.6168785095214844,0.3831214904785156
587722981744836736,ELLIPTICAL,0.618291437625885,0.381708562374115
587722981748768896,ELLIPTICAL,0.6169231235980988,0.38307687640190125
587722981748769024,ELLIPTICAL,0.6162867844104767,0.3837132155895233
587722981752504448,ELLIPTICAL,0.6127302050590515,0.3872697949409485
587722982273253504,ELLIPTICAL,0.6163350045681,0.3836649954319
587722982273646720,ELLIPTICAL,0.6168239712715149,0.3831760287284851
587722982274760832,ELLIPTICAL,0.6161165833473206,0.38388341665267944
587722982278234112,ELLIPTICAL,0.610102653503418,0.38989734649658203
587722982284198144,ELLIPTICAL,0.6166146993637085,0.3833853006362915
587722982284853248,ELLIPTICAL,0.6123968660831451,0.38760313391685486
587722982287736960,ELLIPTICAL,0.6259850561618805,0.3740149438381195
587722982287867904,ELLIPTICAL,0.6256315112113953,0.37436848878860474
587722982288982016,ELLIPTICAL,0.6086960732936859,0.3913039267063141
587722982289506304,ELLIPTICAL,0.6060251593589783,0.39397484064102173
587722982290948224,ELLIPTICAL,0.6166628301143646,0.3833371698856354
587722982293307520,ELLIPTICAL,0.6100018322467804,0.3899981677532196
587722982293700864,ELLIPTICAL,0.6186355948448181,0.3813644051551819
587722982293766400,ELLIPTICAL,0.6122797131538391,0.3877202868461609
587722982295732608,ELLIPTICAL,0.6163879632949829,0.3836120367050171
587722982298550656,ELLIPTICAL,0.6195321679115295,0.38046783208847046
587722982299992448,ELLIPTICAL,0.6171624064445496,0.38283759355545044
587722982302024064,ELLIPTICAL,0.6129410266876221,0.38705897331237793
587722982302613632,ELLIPTICAL,0.6074167788028717,0.3925832211971283
587722982302613888,ELLIPTICAL,0.6144693791866302,0.38553062081336975
587722982302876160,ELLIPTICAL,0.6186396181583405,0.38136038184165955
587722982302941696,ELLIPTICAL,0.6132889091968536,0.38671109080314636
587722982302941696,ELLIPTICAL,0.6182619035243988,0.3817380964756012
587722982303334784,ELLIPTICAL,0.6171796321868896,0.38282036781311035
587722982303334912,ELLIPTICAL,0.6172842979431152,0.38271570205688477
587722982303400320,ELLIPTICAL,0.6136347055435181,0.38636529445648193
587722982304383360,ELLIPTICAL,0.6145382523536682,0.3854617476463318
587722982304448896,ELLIPTICAL,0.6163282692432404,0.38367173075675964
587722982304449152,ELLIPTICAL,0.6138938367366791,0.3861061632633209
587722982304710912,ELLIPTICAL,0.608714759349823,0.391285240650177
587722982808813696,ELLIPTICAL,0.6171049773693085,0.38289502263069153
587722982812090624,ELLIPTICAL,0.6173366010189056,0.38266339898109436
587722982817726464,ELLIPTICAL,0.6077283918857574,0.39227160811424255
587722982820937856,ELLIPTICAL,0.612006276845932,0.387993723154068
587722982821724416,ELLIPTICAL,0.6142391264438629,0.3857608735561371
587722982822379520,ELLIPTICAL,0.6146091520786285,0.38539084792137146
587722982824738944,ELLIPTICAL,0.614609956741333,0.385390043258667
587722982825001088,ELLIPTICAL,0.6185020506381989,0.38149794936180115
587722982825001216,ELLIPTICAL,0.6151191294193268,0.3848808705806732
587722982826573952,ELLIPTICAL,0.6042937338352203,0.39570626616477966
587722982826573952,ELLIPTICAL,0.6097733974456787,0.3902266025543213
587722982827491456,ELLIPTICAL,0.6143514513969421,0.38564854860305786
587722982834241792,ELLIPTICAL,0.611882895231247,0.38811710476875305
587722982834438272,ELLIPTICAL,0.6090079843997955,0.39099201560020447
587722982834438272,ELLIPTICAL,0.6128040552139282,0.3871959447860718
587722982839484800,ELLIPTICAL,0.6110827028751373,0.38891729712486267
587722982839484928,ELLIPTICAL,0.6146131157875061,0.3853868842124939
587722982839549952,ELLIPTICAL,0.6161057353019714,0.38389426469802856
587722982839550080,ELLIPTICAL,0.6068643033504486,0.3931356966495514
587722982839550592,ELLIPTICAL,0.6173199713230133,0.3826800286769867
587722982839615872,ELLIPTICAL,0.6165754199028015,0.3834245800971985
587722982839681280,ELLIPTICAL,0.6156619191169739,0.3843380808830261
587722982839681408,ELLIPTICAL,0.6189054548740387,0.3810945451259613
587722982839746688,ELLIPTICAL,0.6079404056072235,0.3920595943927765
587722982839747200,ELLIPTICAL,0.6113302707672119,0.3886697292327881
587722982839812480,ELLIPTICAL,0.6214772462844849,0.37852275371551514
587722982840205440,ELLIPTICAL,0.6100877225399017,0.38991227746009827
587722982840271232,ELLIPTICAL,0.6137105822563171,0.38628941774368286
587722982840271232,ELLIPTICAL,0.6158492267131805,0.38415077328681946
587722982840467968,ELLIPTICAL,0.6121267974376678,0.38787320256233215
587722982840467968,ELLIPTICAL,0.6123372316360474,0.38766276836395264
587722982840533376,ELLIPTICAL,0.6145247220993042,0.3854752779006958
587722982840598912,ELLIPTICAL,0.6165056526660919,0.3834943473339081
587722982840664320,ELLIPTICAL,0.6102273464202881,0.3897726535797119
587722982840664448,ELLIPTICAL,0.6168005764484406,0.38319942355155945
587722982840664576,ELLIPTICAL,0.6154061555862427,0.3845938444137573
587722982840730112,ELLIPTICAL,0.6083584725856781,0.3916415274143219
587722982840730112,ELLIPTICAL,0.6197348237037659,0.38026517629623413
587722982840730112,ELLIPTICAL,0.619297206401825,0.38070279359817505
587722982840795520,ELLIPTICAL,0.6115204393863678,0.3884795606136322
587722982840795648,ELLIPTICAL,0.6173140704631805,0.38268592953681946
587722982840795776,ELLIPTICAL,0.6155652105808258,0.3844347894191742
587722982840861056,ELLIPTICAL,0.6166760623455048,0.38332393765449524
587722982840926464,ELLIPTICAL,0.6153383553028107,0.38466164469718933
587722982840926592,ELLIPTICAL,0.619725912809372,0.38027408719062805
587722982840926592,ELLIPTICAL,0.6140584647655487,0.3859415352344513
587722982841057664,ELLIPTICAL,0.6142691969871521,0.3857308030128479
587722982841188992,ELLIPTICAL,0.6266526877880096,0.37334731221199036
587722982841254272,ELLIPTICAL,0.6171883940696716,0.38281160593032837
587722982841254400,ELLIPTICAL,0.6154551804065704,0.38454481959342957
587722982841385472,ELLIPTICAL,0.6147223114967346,0.3852776885032654
587722982841385472,ELLIPTICAL,0.6109333336353302,0.3890666663646698
587722982841450880,ELLIPTICAL,0.6110181510448456,0.3889818489551544
587722982841516416,ELLIPTICAL,0.616404801607132,0.38359519839286804
587722982841582080,ELLIPTICAL,0.6127082705497742,0.38729172945022583
587722982841647744,ELLIPTICAL,0.6141752302646637,0.3858247697353363
587722982841713280,ELLIPTICAL,0.6107559204101562,0.38924407958984375
587722982841844096,ELLIPTICAL,0.6186745762825012,0.3813254237174988
587722982841909632,ELLIPTICAL,0.6087541282176971,0.39124587178230286
587722982841975040,ELLIPTICAL,0.6146893203258514,0.38531067967414856
587722982841975168,ELLIPTICAL,0.61274453997612,0.38725546002388
587722982841975168,ELLIPTICAL,0.6111269295215607,0.38887307047843933
587722982841975296,ELLIPTICAL,0.6166845560073853,0.38331544399261475
587722982842040320,ELLIPTICAL,0.6225124001502991,0.3774875998497009
587722982842040576,ELLIPTICAL,0.6135466992855072,0.3864533007144928
587722982842041088,ELLIPTICAL,0.6140526533126831,0.3859473466873169
587722982842106624,ELLIPTICAL,0.6133069396018982,0.3866930603981018
587722982842303232,ELLIPTICAL,0.6144178211688995,0.38558217883110046
587722982842368384,ELLIPTICAL,0.6090418994426727,0.39095810055732727
587722982842368512,ELLIPTICAL,0.6143078207969666,0.38569217920303345
587722982842368640,ELLIPTICAL,0.6153656542301178,0.3846343457698822
587722982842433536,ELLIPTICAL,0.6113055944442749,0.3886944055557251
587722982842434176,ELLIPTICAL,0.6103869676589966,0.3896130323410034
587722982842499328,ELLIPTICAL,0.6147696375846863,0.3852303624153137
587722982842630272,ELLIPTICAL,0.6108415722846985,0.3891584277153015
587722982842630784,ELLIPTICAL,0.6182108819484711,0.38178911805152893
587722982842630912,ELLIPTICAL,0.6174177825450897,0.3825822174549103
587722982842761216,ELLIPTICAL,0.6122090816497803,0.3877909183502197
587722982842761728,ELLIPTICAL,0.6138762831687927,0.3861237168312073
587722982842761856,ELLIPTICAL,0.6189576089382172,0.38104239106178284
587722982842827264,ELLIPTICAL,0.6137455999851227,0.3862544000148773
587722982842892928,ELLIPTICAL,0.6136977970600128,0.3863022029399872
587722982843155200,ELLIPTICAL,0.6144843399524689,0.38551566004753113
587722982843155328,ELLIPTICAL,0.6133952438831329,0.38660475611686707
587722982843416832,ELLIPTICAL,0.6158793866634369,0.3841206133365631
587722982843417088,ELLIPTICAL,0.6130807399749756,0.3869192600250244
587722982843613312,ELLIPTICAL,0.6165802478790283,0.3834197521209717
587722982843613696,ELLIPTICAL,0.6138913035392761,0.3861086964607239
587722982843744768,ELLIPTICAL,0.6166732013225555,0.38332679867744446
587722982843745024,ELLIPTICAL,0.6217699944972992,0.3782300055027008
587722982843745152,ELLIPTICAL,0.6142610907554626,0.38573890924453735
587722982844072960,ELLIPTICAL,0.6165732741355896,0.3834267258644104
587722982844137728,ELLIPTICAL,0.608828067779541,0.391171932220459
587722982844400512,ELLIPTICAL,0.6202510297298431,0.37974897027015686
587722983344308352,ELLIPTICAL,0.6129105389118195,0.38708946108818054
587722983344439424,ELLIPTICAL,0.6148808896541595,0.38511911034584045
587722983351582848,ELLIPTICAL,0.6130414605140686,0.3869585394859314
587722983354204288,ELLIPTICAL,0.611204206943512,0.38879579305648804
587722983368687616,ELLIPTICAL,0.6110490560531616,0.3889509439468384
587722983368687744,ELLIPTICAL,0.6109937131404877,0.38900628685951233
587722983369277696,ELLIPTICAL,0.609760969877243,0.39023903012275696
587722983369670784,ELLIPTICAL,0.6127970814704895,0.3872029185295105
587722983369671040,ELLIPTICAL,0.6106822490692139,0.38931775093078613
587722983370588672,ELLIPTICAL,0.6123258471488953,0.38767415285110474
587722983372947712,ELLIPTICAL,0.6178045868873596,0.3821954131126404
