OBJID,filename,filepath,pred_class_idx,pred_label,confidence
587732578293514624,587732578293514624_ra122.853700_dec3.629555.jpg,unknown_sdss_cutouts\587732578293514624_ra122.853700_dec3.629555.jpg,1,SPIRAL,0.8927235007286072
587732578294038912,587732578294038912_ra123.904200_dec3.817167.jpg,unknown_sdss_cutouts\587732578294038912_ra123.904200_dec3.817167.jpg,0,ELLIPTICAL,0.649024248123169
587732578294104448,587732578294104448_ra124.050800_dec3.858083.jpg,unknown_sdss_cutouts\587732578294104448_ra124.050800_dec3.858083.jpg,0,ELLIPTICAL,0.6241594552993774
587732578295349760,587732578295349760_ra127.024000_dec4.056556.jpg,unknown_sdss_cutouts\587732578295349760_ra127.024000_dec4.056556.jpg,1,SPIRAL,0.9256970286369324
587732578295939584,587732578295939584_ra128.359500_dec4.159833.jpg,unknown_sdss_cutouts\587732578295939584_ra128.359500_dec4.159833.jpg,1,SPIRAL,0.9916131496429443
587732578295939584,587732578295939584_ra128.359600_dec4.320472.jpg,unknown_sdss_cutouts\587732578295939584_ra128.359600_dec4.320472.jpg,0,ELLIPTICAL,0.551139771938324
587732578298167680,587732578298167680_ra133.386400_dec4.782417.jpg,unknown_sdss_cutouts\587732578298167680_ra133.386400_dec4.782417.jpg,1,SPIRAL,0.9993695616722107
587732578303607040,587732578303607040_ra145.856600_dec5.915889.jpg,unknown_sdss_cutouts\587732578303607040_ra145.856600_dec5.915889.jpg,1,SPIRAL,0.8861567974090576
587732578303607040,587732578303607040_ra145.877900_dec5.886361.jpg,unknown_sdss_cutouts\587732578303607040_ra145.877900_dec5.886361.jpg,1,SPIRAL,0.9972069263458252
587732578304459008,587732578304459008_ra147.767400_dec6.082750.jpg,unknown_sdss_cutouts\587732578304459008_ra147.767400_dec6.082750.jpg,0,ELLIPTICAL,0.6537539958953857
587732578304524416,587732578304524416_ra147.941900_dec6.006055.jpg,unknown_sdss_cutouts\587732578304524416_ra147.941900_dec6.006055.jpg,0,ELLIPTICAL,0.9665640592575073
587732578308128896,587732578308128896_ra156.095300_dec6.730222.jpg,unknown_sdss_cutouts\587732578308128896_ra156.095300_dec6.730222.jpg,0,ELLIPTICAL,0.9988882541656494
587732578309832832,587732578309832832_ra160.065800_dec6.894278.jpg,unknown_sdss_cutouts\587732578309832832_ra160.065800_dec6.894278.jpg,1,SPIRAL,0.9686614871025085
587732578830450816,587732578830450816_ra122.855200_dec4.092139.jpg,unknown_sdss_cutouts\587732578830450816_ra122.855200_dec4.092139.jpg,1,SPIRAL,0.5622599720954895
587732578831171968,587732578831171968_ra124.556500_dec4.324000.jpg,unknown_sdss_cutouts\587732578831171968_ra124.556500_dec4.324000.jpg,1,SPIRAL,0.8689413070678711
587732578831696512,587732578831696512_ra125.721000_dec4.445333.jpg,unknown_sdss_cutouts\587732578831696512_ra125.721000_dec4.445333.jpg,1,SPIRAL,0.9996737241744995
587732578831892736,587732578831892736_ra126.189900_dec4.457028.jpg,unknown_sdss_cutouts\587732578831892736_ra126.189900_dec4.457028.jpg,1,SPIRAL,0.9919867515563965
587732578832482816,587732578832482816_ra127.447300_dec4.627167.jpg,unknown_sdss_cutouts\587732578832482816_ra127.447300_dec4.627167.jpg,1,SPIRAL,0.9959374666213989
587732578834776448,587732578834776448_ra132.796800_dec5.072611.jpg,unknown_sdss_cutouts\587732578834776448_ra132.796800_dec5.072611.jpg,1,SPIRAL,0.9912165999412537
587732578840281088,587732578840281088_ra145.303600_dec6.300139.jpg,unknown_sdss_cutouts\587732578840281088_ra145.303600_dec6.300139.jpg,1,SPIRAL,0.9806918501853943
587732578841788544,587732578841788544_ra148.791500_dec6.549250.jpg,unknown_sdss_cutouts\587732578841788544_ra148.791500_dec6.549250.jpg,1,SPIRAL,0.7786230444908142
587732578844082176,587732578844082176_ra153.972500_dec6.963750.jpg,unknown_sdss_cutouts\587732578844082176_ra153.972500_dec6.963750.jpg,0,ELLIPTICAL,0.9821582436561584
587732578844082304,587732578844082304_ra154.044900_dec6.923139.jpg,unknown_sdss_cutouts\587732578844082304_ra154.044900_dec6.923139.jpg,0,ELLIPTICAL,0.5928436517715454
587732578844213376,587732578844213376_ra154.408100_dec6.971167.jpg,unknown_sdss_cutouts\587732578844213376_ra154.408100_dec6.971167.jpg,1,SPIRAL,0.8189305663108826
587732578845982976,587732578845982976_ra158.462900_dec7.212361.jpg,unknown_sdss_cutouts\587732578845982976_ra158.462900_dec7.212361.jpg,1,SPIRAL,0.9693015217781067
587732578846048512,587732578846048512_ra158.500700_dec7.223500.jpg,unknown_sdss_cutouts\587732578846048512_ra158.500700_dec7.223500.jpg,1,SPIRAL,0.6497894525527954
587732578849194112,587732578849194112_ra165.741700_dec7.602778.jpg,unknown_sdss_cutouts\587732578849194112_ra165.741700_dec7.602778.jpg,0,ELLIPTICAL,0.9958807229995728
